Nom de la gare;Code UIC;Code postal;Segmentation;voyageurs 2016;volume total d'usagers 2016 (voyageurs+ non voyageurs);voyageurs 2015;volume total d'usagers 2015 (voyageurs+ non voyageurs);voyageurs 2014;volume total d'usagers 2014 (voyageurs+ non voyageurs)
Le Genest;478743;53940;c;50517;;51102;;49572;
Le Grau du Roi;775866;30240;c;49098;;59777;;58112;
Le Havre;413013;76600;a;1600943;;1729425;;1852113;
Le Luc et le Cannet;755405;83340;c;18629;;17510;;21332;
Le Meux la Croix St-Ouen;276733;60880;c;36308;;34816;;34855;
Le Péage de Roussillon;722678;38550;b;769278;;784518;;759269;
Le Quesnoy;295857;59530;b;364452;;402905;;421309;
Le Val d'Or;382366;92210;b;1528200;;1630800;;1630703;
Corcieux Vanemont;144196;88430;c;3313;;5381;;6098;
Coron de Méricourt;345132;62680;c;31653;;31035;;30094;
Coucy les Eppes;171769;2840;c;6537;;7061;;7434;
Courcelles sur Nied;192211;57530;c;26585;;30563;;31225;
Coussac-Bonneval;592840;87500;c;1033;;1030;;276;
Coutances;447110;50200;b;134982;;150336;;143932;
Coutras;584516;33230;b;280320;;342062;;332977;
Crécy la Chapelle;116772;77580;b;162000;;162000;;167400;
Creil;276006;60100;b;4338157;;4171297;;4096853;
Crépy-Couvron;296152;2870;c;2823;;3977;;4913;
Crest;761783;26400;c;49767;;48756;;40030;
Cros de Cagnes;756338;6800;b;137617;;132173;;151840;
Dambach la Ville;214213;67650;c;35408;;36054;;34872;
Dangé Saint-Romain;575126;86220;c;12158;;13896;;13784;
Dannemarie;182253;68210;c;87431;;88119;;88923;
Dardilly les Mouilles;721480;69570;c;9128;;11439;;13115;
Dax;673202;40100;a;824634;;861063;;888572;
Decize;696484;58300;b;79183;;97688;;104185;
Deulémont;287185;59890;c;333;;765;;581;
Diarville;141648;54930;c;1789;;2118;;2889;
Diemeringen;215665;67430;b;97632;;99880;;107308;
Dol;478073;35120;b;377215;;385277;;392969;
Dompierre Sept Fons;696427;3290;c;14054;;14804;;13908;
Dordives;684233;45680;c;4083;;4828;;5321;
Dormans;171512;51700;c;105477;;111230;;104316;
Douzillac;595280;24190;c;1304;;1225;;1794;
Drancy;271403;93700;b;6757361;;6787800;;6787800;
Druye;571612;37190;c;13853;;13010;;15389;
Dunkerque;281006;59140;a;1652728;;1727625;;1616492;
Ecommoy;396564;72220;b;106575;;107060;;110760;
Ecouché;444547;61150;c;701;;781;;824;
Ecouen-Ezanville;276394;95440;b;1690200;;1690200;;1690200;
Ecully la Demi Lune;721506;69130;c;186562;;150487;;133229;
Elbeuf Saint-Aubin;411173;76500;b;200796;;229492;;291089;
Eloyes;144436;88510;c;26514;;29125;;30876;
Entzheim;214528;67960;b;339650;;342468;;321898;
Epinal;144006;88000;b;1062909;;1133601;;1167467;
Epône-Mézières;386763;78680;b;1197474;;1636200;;1631888;
Ermont-Eaubonne;276055;95120;b;19144446;;18586800;;18586800;
Esbly;116327;77450;b;2028915;;2084400;;1787400;
Escalquens;611707;31750;c;58125;;59699;;59892;
Escaudoeuvres;345496;59161;c;132;;30;;;
Estavar;784827;66800;c;137;;;;57;
Estressin;722579;38200;c;76126;;89072;;95136;
Etriché Châteauneuf;484154;49330;c;51845;;58467;;57037;
Eu;317537;76260;c;33343;;37775;;39701;
Exideuil sur Vienne;592881;16150;c;306;;785;;352;
Farebersviller;193516;57450;c;2803;;2903;;2169;
Faubourg d'Orléans;576173;41200;b;126209;;123149;;117789;
Fors;485326;79230;c;29246;;28748;;23202;
Fouday;214734;67130;c;10633;;13677;;11642;
Fourchambault;696229;58600;c;15382;;18980;;21298;
Freistroff;191395;57320;c;1897;;2296;;2471;
Frévin Capelle;342212;62690;c;7381;;7157;;6206;
Fromental;592360;87250;c;940;;753;;1503;
Frouard;141077;54390;c;39789;;40568;;44257;
Frynaudour;473876;22860;c;102;;391;;918;
Fumay;172098;8170;b;95277;;99416;;93821;
Gagny;113514;93220;b;4784400;;4617000;;4617000;
Gaillac;615252;81600;b;217392;;223003;;218359;
Gaillon-Aubevoye;415620;27600;b;491412;;480487;;466232;
Gallargues;775130;30660;c;6150;;5664;;5466;
Galuzot;694638;71307;c;2197;;2308;;2588;
Garches-Marnes la Coquette;382259;92380;b;1625400;;1738800;;1738800;
Générac;775791;30510;c;179;;266;;319;
Genlis;713313;21110;b;224678;;231537;;244701;
Génolhac;775213;30450;c;28644;;27229;;27577;
Gestel;476309;56530;c;8441;;7833;;9719;
Gilley;718577;25650;c;12460;;21055;;18846;
Gironde;582858;33190;c;2588;;2955;;2530;
Gisors Embranchement;381244;27140;b;387481;;391183;;359479;
Givet;172130;8600;b;97026;;107609;;101703;
Givors;722405;69700;b;809581;;813090;;829978;
Gourdon;613141;46300;c;87142;;90591;;91417;
Grasse;757724;6520;b;176765;;198745;;201821;
Grenoble Universités Gières;747402;38610;b;590524;;603878;;597495;
Gresy sur Isere;741611;73460;c;14893;;14641;;16253;
Grigny Centre;681379;91350;b;5009760;;5367600;;5135400;
Grigny le Sablon;722298;69520;c;60098;;60039;;58403;
Groisy-Thorens la Caille;746248;74570;c;62199;;62594;;58073;
Guérard La Celle sur Morin;116269;77580;b;70200;;70200;;118800;
Gujan Mestras;582619;33470;b;347231;;363446;;355831;
Hachette;297523;59530;c;6;;;;;
Hatrize;192724;54800;c;1086;;1422;;2022;
Hayange;191239;57700;c;16348;;27699;;23499;
Hazebrouck;286302;59190;b;1637335;;1678997;;1697083;
Herblay;381889;95220;b;3171793;;2754000;;2752478;
Herny;193383;57580;c;10831;;12532;;14233;
Hesdigneul;317107;62196;c;25090;;26756;;29491;
Hirson;295063;2500;b;113104;;127969;;142238;
Hoerdt;213686;67720;b;184613;;195674;;181405;
Holtzheim;214510;67810;c;98;;4565;;4512;
Hombourg Haut;193276;57470;c;5355;;4637;;5155;
Houilles-Carrières sur Seine;386409;78800;b;12333555;;12490200;;12490200;
Ile Napoléon;182832;68170;;;;;;;
Illiers Combray;394437;28120;b;142106;;145239;;144410;
Invalides;393033;75007;b;11280600;;11280600;;11280600;
Issé;481622;44520;c;20893;;20993;;13512;
Issoudun;597062;36100;b;159978;;164370;;171377;
Itxassou;673665;64250;c;42;;;;;
Gourland;473801;22200;c;407;;1540;;3023;
Graffenstaden;212241;67400;c;28085;;37018;;33470;
Gramat;613059;46500;c;14110;;14653;;13430;
Grandvilliers;313734;60210;c;54081;;57201;;60749;
Gudmont;142265;52320;c;1831;;1609;;1803;
Halte de Fontanil - Lycée de Drap;561143;06340;c;;;;;;
Hasenrain;181024;68100;c;220;;244;;26;
Haybes;172106;8170;c;34822;;38167;;43220;
Heilles-Mouchy;316398;60250;c;4197;;3426;;5449;
Heilly;316059;80113;c;4851;;4729;;5000;
Hellemmes;286062;59260;c;3474;;4318;;5586;
Hennebont;476259;56700;c;103297;;103826;;113176;
Herchies;313692;60112;c;6890;;5670;;5953;
Hermes Berthecourt;313585;60370;c;93067;;98144;;95058;
Herrlisheim;212340;67850;b;148491;;157560;;155861;
Hettange Grande;191163;57330;b;546864;;521803;;468451;
Homecourt;191692;54310;c;32817;;30137;;29820;
Houlgate;444406;14510;c;14645;;15197;;14815;
Hundling;193540;57990;c;33794;;37316;;35787;
Hymont Mattaincourt;144220;88500;c;846;;1296;;1315;
Igney Avricourt;215103;54450;c;22542;;22349;;24624;
Ille sur Tet;784561;66130;c;2416;;2867;;1514;
Ingersheim;303875;68040;c;25450;;31357;;31253;
Ivry sur Seine;545301;94200;b;4260600;;4260600;;4259567;
Jacques Monod la Demi Lieue;413716;76290;c;9030;;10925;;12848;
Joigny sur Meuse;172031;8700;c;20290;;22079;;18936;
Joncherey;29;;c;;;;;;
Jouy;394155;28300;b;110949;;115098;;107776;
Kerhostin;476432;56170;c;918;;1132;;835;
Keskastel;215491;67260;c;46230;;48310;;50070;
Kogenheim;214114;67230;c;28552;;31386;;27991;
L’Aiguille;592634;87110;c;5528;;5377;;4540;
La Babinière;590349;44240;c;100759;;96929;;48432;
La Barre Ormesson;271171;95170;b;2791800;;2791800;;2791800;
La Bassée;342436;59480;b;260211;;235979;;247600;
La Bernerie en Retz;481267;44760;c;14253;;8059;;10683;
La Brillanne-Oraison;751271;4700;c;23099;;22054;;22924;
La Capelle Viescamp;645150;15150;c;29;;;;;
La Crèche;485474;79260;c;11138;;13454;;12509;
La Faloise;313239;80250;c;8874;;9084;;9778;
La Ferté sous Jouarre;116517;77260;b;1917000;;1917000;;1301400;
La Frayère;757740;6400;c;23866;;25774;;24775;
La Garenne-Colombes;386003;92250;b;3742200;;3742200;;3742200;
La Haie Fouassière;481416;44690;c;109932;;88875;;73746;
La Méaugon;473124;22440;c;14;;45;;38;
La Ménitré;487884;49250;b;142547;;130951;;132242;
La Penne sur Huveaune;751743;13821;c;58532;;49428;;44376;
La Porcherie;592295;87380;c;5034;;5653;;5703;
La Poterie;334508;35500;c;43831;;34727;;36868;
La Remise à Jorelle;988709;93140;b;577800;;577800;;750600;
La Ricamarie;726703;42150;c;8900;;10997;;13879;
La Roche (Finistère);474262;29800;c;13051;;11009;;11382;
La Roche sur Foron;746305;74800;b;368810;;374676;;367372;
La Rochelle;485003;17000;a;1785041;;1885458;;1912394;
La Villette Saint-Prest;394171;28300;b;92951;;102966;;108874;
Labège Innopole;612002;31670;c;146643;;170162;;158672;
Lagny-Thorigny;116319;77400;b;3427128;;3461400;;2877583;
Lamarche;144303;88320;c;403;;748;;1196;
Lamure sur Azergues;721860;69870;c;25716;;31870;;34781;
Landébia;473264;22130;c;3643;;4950;;5814;
Landerneau;474239;29800;b;581340;;592138;;609087;
Landevant;476234;56690;c;42603;;41222;;41333;
Langeais;571828;37130;b;190963;;187842;;193019;
Langogne;734350;48300;c;25525;;22356;;25160;
Lapeyrouse;641043;63700;c;4326;;4885;;4879;
L'Arbresle;721431;69210;b;726882;;732273;;739749;
L'Ariane la Trinité;751529;6340;c;16598;;11146;;5143;
Lauterbourg;212464;67630;c;20875;;23024;;22501;
Laval;478404;53000;a;1232614;1642419;1202464;1603285;1208661;1611548
Laveline devant Bruyeres;144162;88600;c;11928;;10623;;10506;
Le Cailar;775825;30740;c;612;;400;;323;
Le Cateau;295220;59360;c;21991;;25109;;24512;
Le Chambon Feugerolles;726711;42500;c;28027;;32168;;33728;
Le Chénay Gagny;113522;93220;b;2410560;;2770200;;2770200;
Le Creusot TGV (Monceau Montchanin);694109;71210;a;679127;;800697;;712983;
Le Fauga;611046;31410;c;53256;;56625;;60457;
Le Haut Banc;316687;62250;c;7515;;6229;;9706;
Le Merlerault;444588;61240;c;529;;565;;798;
Le Palais;592030;87410;c;;;;;;
Le Plessis Chenet;681627;91830;c;43200;;43200;;48600;
Le Rouget;645192;15290;c;12198;;14410;;13332;
Le Stade;381095;92700;b;2192400;;2786400;;2786400;
Le TOEC;353573;31000;c;3029;;3379;;4156;
Le Vieux Briollay;484139;49125;c;19600;;20671;;20884;
Lentilly-Charpenay;566919;69210;c;181834;;155899;;128012;
Lepanges;144048;88600;c;4046;;5125;;4787;
Lepin le Lac la Bauche;741439;73610;c;53450;;61493;;50791;
Les Cauquillous;328021;81500;c;15084;;16404;;15766;
Les Clouzeaux;486407;85430;;;;;;;
Les Coquetiers;113845;93250;b;896400;;896400;;853200;
Les Lacs;471516;35500;c;13674;;13052;;13422;
Les Ormes sur Vienne;575118;86220;c;2335;;2938;;2589;
Les Quatre Roues;576181;41200;c;372;;2295;;1258;
Les Sables Blancs;476267;56340;c;101;;92;;214;
Les Yvris Noisy le Grand;113803;93160;b;923400;;831600;;831600;
L'Escarène;756809;6440;c;16095;;14067;;7939;
Lestelle;611111;31360;c;801;;1491;;530;
Lexos;613489;82330;c;6189;;5302;;4720;
Lezennes;287102;59260;c;495;;392;;1687;
Libourne;584052;33500;a;1241747;;1283954;;1309174;
Triel sur Seine;381806;78510;b;556540;;534600;;534600;
Trith Saint Léger;343400;59125;c;7437;;9123;;9059;
Turenne;594556;19500;c;219;;212;;292;
Uckange;191130;57270;b;325839;;234935;;178752;
Urt;672386;64240;c;1637;;2246;;2961;
Valence d'Agen;611863;82400;c;61655;;67387;;62764;
Valognes;447284;50700;b;223651;;237318;;240874;
Varetz;594606;19240;c;2173;;1915;;1602;
Vaudagne;746727;74310;c;280;;270;;180;
Veauche-Saint-Galmier;726208;42340;b;97536;;111322;;138082;
Verdun;175778;55100;b;121346;;126774;;142822;
Vernaison;722264;69390;c;72099;;75305;;78151;
Versailles Chantiers;393009;78000;b;24032425;;25886802;;25193256;
Vic le Comte;734186;63270;b;209049;;214714;;215725;
Vic sur Cère;645440;15800;c;9550;;9957;;10014;
Vienne;722587;38200;b;1490331;;1503036;;1455928;
Vievola;756890;6430;c;114;;;;;
Vif;747576;38450;c;5840;;8361;;8407;
Villefranche de Lauragais;615013;31290;b;217029;;215076;;222507;
Villefranche du Périgord;595892;24550;c;2813;;3060;;3530;
Villefranche sur Cher;576884;41200;c;20684;;22139;;21213;
Villefranque;673616;64990;c;21;;225;;180;
Villeneuve Loubet Plage;756304;6270;b;253284;;244461;;240258;
Villers Bretonneux;313437;80380;b;141085;;143055;;141827;
Villers Saint-Sépulcre;313593;60134;c;10315;;8872;;9815;
Villiers le Bel Gonesse Arnouville;276220;95400;b;10748024;;10778400;;9347400;
Vinay;761726;38470;b;126023;;126751;;114017;
Vinça;784611;66320;c;3799;;4983;;2852;
Vire;448159;14500;c;68315;;67502;;79902;
Vireux Molhain;172114;8320;c;60817;;66882;;62842;
Virieu le Grand-Belley;741504;1510;c;54651;;58606;;54942;
Viroflay Rive Droite;382887;78220;b;1317600;;1447200;;1446062;
Viry Châtillon;681312;91170;b;1571400;;1571400;;1398600;
Viviers du Lac;741140;73420;c;8154;;8984;;8635;
Viviez-Décazeville;613661;12110;c;13763;;14996;;14967;
Vrigne sur Meuse;172221;8350;c;6680;;7097;;4860;
Walbourg;213405;67360;c;34139;;39209;;33414;
Walheim;181065;68130;c;5471;;5700;;4447;
Watten-Eperlecques;281436;62910;c;91489;;93040;;92830;
Wihr au Val Soultzbach;182378;68230;c;40979;;41547;;44593;
Wittring;193656;57137;c;12679;;15078;;14808;
Xeuilley;141549;54990;c;6875;;4671;;7442;
Ytrac;645101;15130;c;65;;;;;
Gerzat;734046;63360;c;30887;;30491;;26287;
Gevrey Chambertin;713503;21220;c;86497;;96015;;93765;
Gonfaron;755397;83590;c;13652;;13636;;14536;
Goussainville;276246;95190;b;4400137;;4476600;;3391200;
Gragnague;615377;31380;c;12599;;10578;;8888;
Grand-Bourg;681353;91000;b;415800;;415800;;372600;
Gravigny Balizy;393645;91160;b;588600;;588600;;588600;
Gresy sur Aix;746107;73100;c;63299;;68223;;60174;
Gros Noyer-Saint-Prix;276592;95120;b;1490400;;1490400;;1490400;
Guéret;597609;23000;c;76501;;78473;;81735;
Guignicourt;171736;2190;b;134029;;125338;;130461;
Guillerval;545129;91690;c;21600;;21600;;21600;
Guingamp;473207;22200;a;564349;;552951;;602862;
Gunsbach-Griesbach;182386;68140;c;20584;;22415;;21395;
Hagondange;191114;57300;b;1096931;;1147127;;1156160;
Halsou-Larressore;673640;64480;c;16;;;;;
Hirson Ecoles;324335;2500;c;52699;;58519;;59555;
Hochfelden;212167;67270;b;206075;;208585;;203098;
Hoffen;213447;67250;c;4822;;6232;;6288;
Huriel;641217;3380;c;23;;19;;50;
Igney;144089;88150;c;9519;;11155;;12125;
Ingrandes sur Loire;484360;49123;c;60750;;69695;;64937;
Ingwiller;213785;67340;b;221713;;222418;;219892;
Isles-Armentières -Congis;116616;77440;c;91800;;91800;;81000;
Issou-Porcheville;381574;78440;b;193360;;183600;;183368;
Janze;471334;35150;b;212482;;295141;;282830;
Jarrie-Vizille;747535;38560;c;14238;;27375;;35028;
Jassonneix;594085;19250;c;773;;;;;
Jatxou;673632;64480;c;23;;;;;
Joinville;175091;52300;c;57887;;64401;;62903;
Joncet;784710;66193;c;94;;;;;
Juziers;381558;78820;b;243000;;232200;;232200;
Kalhausen;193664;57412;c;12158;;12814;;12793;
Kedange;191346;57920;c;4712;;6424;;8916;
Kruth;182642;68820;c;22335;;23507;;21151;
Kurtzenhouse;213660;67240;c;95370;;101860;;94340;
La Barasse;635581;13011;c;;;;;;
La Baule Escoublac;481754;44500;a;411110;;392277;;407830;
La Baule les Pins;481697;44500;c;12140;;13831;;12113;
La Bouteille;297085;2140;c;5044;;5752;;7041;
La Brigue;756874;6430;c;3237;;2976;;1330;
La Cave;595215;24200;c;20;;310;;449;
La Celle;592147;19170;c;589;;616;;348;
La Chapelle Centre;481564;44240;c;20662;;20551;;14453;
La Chapelle sur Loire;571802;37140;c;2360;;2647;;2709;
La Crau;755611;83260;c;19829;;9047;;13802;
La Défense;382218;92800;b;27729689;;27523800;;27457435;
La Ferté Bernard;396325;72400;b;320232;;341513;;337790;
La Ferté Imbault;576082;41300;c;11152;;13002;;13723;
La Frette Montigny;381871;95530;b;837000;;869400;;869400;
La Grande Paroisse;682476;77130;c;54000;;54000;;54000;
La Guierche;396036;72380;c;27738;;29966;;31326;
La Joux;746842;74400;c;245;;314;;132;
La Madeleine Nord;286187;59110;c;9725;;10304;;12890;
La Marche;691394;58400;c;127;;490;;1452;
La Meyze;592808;87800;c;2199;;2821;;3230;
La Miouze-Rochefort;641290;63310;c;135;;603;;697;
Chaumont en Vexin;381228;60240;b;148984;;157482;;151443;
Chauny;296616;2300;b;467619;;456032;;457056;
Chaville Rive Gauche;393207;92370;b;1200668;;1204200;;1203353;
Chemilly-Appoigny;683532;89250;c;1333;;2008;;1694;
Chenonceaux;574491;37150;c;44015;;44509;;44649;
Chépy-Valines;317495;80210;c;7311;;7443;;7192;
Chevrières;276311;60710;c;25295;;30503;;31370;
Clamecy;696807;58500;c;21384;;23226;;24237;
Clères;411819;76690;b;125638;;128775;;140872;
Clermont de l'Oise;313304;60600;b;922401;;919840;;957368;
Coat Guégan;473579;22160;c;3625;;2754;;2669;
Coignières;393272;78310;b;518400;;518400;;518400;
Cornil;594481;19150;c;3529;;3712;;3950;
Corrèze;594119;19800;c;4228;;3384;;2632;
Corseul Languenan;478180;22130;c;1724;;1123;;1875;
Cosne sur Loire;696146;58200;b;160716;;186946;;194792;
Couffoulens Leuc;615120;11250;c;711;;815;;1171;
Coulommiers;116301;77120;b;934200;;934200;;1013679;
Courcelles le Comte;342063;62121;c;759;;1143;;852;
Courville sur Eure;394221;28190;b;289914;;302099;;307816;
Couzon au Mont d'Or;721241;69270;c;37994;;39407;;36908;
Créteil-Pompadour;608802;;b;5977844;;5977839;;15;
Cubzac les Ponts;491266;33240;c;5477;;5438;;4547;
Cuinchy;342410;62149;c;46506;;47838;;44095;
Dachstein;214551;67120;c;68183;;68054;;67595;
Damblain;142497;88320;c;543;;543;;414;
Damiatte Saint-Paul;615484;81220;c;22895;;23009;;21087;
Dégagnac;613174;46340;c;74;;75;;53;
Deville;172064;8800;c;28096;;32117;;31413;
Dieppe;415018;76200;b;467536;;502116;;516367;
Dieulouard;141812;54380;b;111895;;114640;;118682;
Digoin;694695;71160;c;14633;;16784;;16966;
Dingé;478040;35440;c;11429;;10907;;11162;
Dirinon;474015;29460;c;1703;;2224;;3114;
Dissay;575191;86130;c;26873;;28553;;31767;
Dombasle sur Meurthe;141119;54110;b;301255;;310173;;311343;
Domfront;396200;72240;c;14702;;12845;;11868;
Dompierre;295774;59440;c;2436;;2614;;4904;
Donges;481721;44480;c;9312;;10369;;13314;
Donzere;764290;26290;c;19056;;20319;;18390;
Dreux;393488;28100;b;627501;;710021;;723410;
Duppigheim;214536;67120;c;115255;;108554;;104139;
Duttlenheim;214544;67120;b;158731;;159131;;159994;
Ebblinghem;281469;59173;c;25537;;25645;;27038;
Ebersheim;214106;67600;c;14300;;15906;;14865;
Ecouflant;484113;49000;c;1207;;1329;;1611;
Embrun;763466;5200;b;71676;;78171;;76881;
Ennevelin;287276;59710;c;450;;840;;1437;
Epannes;485276;79270;c;;;;;;
Epouville;413732;76133;c;2174;;2421;;2551;
Estrées Saint-Denis;313387;60190;c;46045;;46905;;48775;
Etainhus Saint-Romain;413328;76430;c;55706;;62426;;65806;
Etalans;718536;25580;c;45906;;46337;;42085;
Etigny-Véron;683201;89510;c;6629;;7471;;7263;
Eze;756387;6360;c;94588;;91020;;83963;
Fépin;172874;8170;c;6600;;7531;;7194;
Feyzin;722538;69320;c;118312;;122955;;127507;
Fismes;171330;51170;b;192820;;200139;;207321;
Flavy le Martel;296871;2520;c;13372;;14675;;12778;
Flers;448001;61100;b;116016;;112352;;134450;
Flez Cuzy Tannay;696633;58190;c;661;;613;;682;
Fontaines d'Ozillac;491159;17500;c;103;;;;;
Fontenay le Fleury;393405;78330;b;1354470;;1360800;;1360800;
Forges les Eaux;411389;76440;c;1439;;1637;;1573;
Foug;141036;54570;c;8054;;9981;;8297;
Franchet d'Esperey;417444;51100;c;42554;;45860;;52358;
Franconville-Le Plessis Bouchard;276071;95130;b;4744724;;4795200;;4787932;
Fronville;175075;52300;c;1069;;757;;922;
Gallieni Canceropôle;497461;31000;c;55411;;52463;;50443;
Gambsheim;212332;67760;b;166195;;160631;;161434;
Gannes;313262;60120;c;1180;;2281;;3132;
Gargan;113860;93320;b;2732400;;2732400;;2791800;
Gazeran;393348;78125;b;259191;;259200;;259199;
Gennevilliers;271205;92230;b;2257200;;2257200;;2256308;
Gertwiller;214254;67140;c;23748;;24815;;26782;
Saint-Maixent Deux Sèvres;485490;79400;b;184202;;190477;;195713;
Saint-Marcel;751701;13720;c;13489;;9885;;7647;
Saint-Martin du Touch;353599;31000;c;7090;;7746;;9039;
Saint-Médard sur Ille;478024;35250;c;45714;;47955;;46165;
Saint-Nabord;146217;88200;c;3945;;2321;;3388;
Saint-Omer en Chaussée;313718;60860;c;6237;;5816;;7144;
Saint-Ouen l'Aumône;276105;95310;b;1377205;;1452600;;1452600;
Saint-Pierre d'Albigny;741223;73250;b;115144;;117003;;127450;
Saint-Pierre en Faucigny;746313;74800;c;56381;;49600;;42512;
Saint-Sébastien Pas Enchantés;354589;44230;c;27817;;24005;;20172;
Saint-Vit;718320;25410;b;197742;;203776;;198239;
Sannois;276188;95110;b;2910665;;2721600;;2718000;
Santes;286401;59211;c;46683;;46936;;53556;
Sathonay-Rillieux;723700;69580;b;242406;;235681;;227142;
Saulieu;694471;21210;c;878;;715;;463;
Sausset les Pins;753558;13960;b;69652;;74646;;76198;
Savennières Behuard;484329;49170;c;52470;;57070;;52138;
Sénas;753715;13560;c;11181;;12843;;10421;
Sept Saulx;171645;51400;c;5913;;6598;;5573;
Serqueux;411470;76440;c;77247;;79991;;81492;
Serres;763722;5700;c;9587;;9215;;10616;
Sessenheim;212365;67770;c;85154;;87897;;81761;
Seugy;272039;95270;c;48600;;48600;;48600;
Seurre;713677;21250;c;52304;;62639;;64651;
Sevenans;28;;c;;;;;;
Le Valdahon;718544;25800;b;140552;;154814;;148667;
Lens;345025;62300;a;1581057;2102923;1564829;;1646575;
Les Ardoines;492108;94400;b;2050221;;2062800;;2062800;
Les Aubrais Orléans;543017;45400;a;1594515;;1672168;;1702713;
Les Houches;746743;74310;c;23089;;20231;;20623;
Les Laumes Alésia;713115;21150;b;152061;;162256;;163315;
Les Noues;276238;95190;b;1555200;;1555200;;1657800;
Les Pelerins;746776;74400;c;5092;;3713;;4665;
Les Rosiers sur Loire;487876;49350;c;49701;;53526;;52146;
Les Sables d'Olonne;486449;85100;b;439647;;375957;;365307;
Les Salelles;783514;48230;c;17;;15;;;
Lesparre;581314;33340;c;59850;;65433;;70458;
Leval;295790;59620;c;1573;;1467;;2063;
Liart;172544;8290;c;27;;;;;
Lignerolles;641795;3410;c;;;;;;
Limoges Montjovis;592022;87100;c;17543;;17499;;18436;
Limoux;615161;11300;c;17437;;18162;;17138;
Loches;571471;37600;b;205507;;217565;;216105;
Logelbach;182345;68124;c;32471;;38609;;44651;
Longueil-Annel;272195;60150;c;21980;;19482;;21243;
Louhossoa;673673;64250;c;561;;456;;501;
Louvres;276253;95380;b;2052000;;2052000;;2084400;
Lubersac;594671;19210;c;1767;;2283;;3551;
Luc en Diois;761874;26310;c;4843;;4345;;3854;
Luchon;611236;31110;c;31495;;37046;;41288;
Ludres;141481;54710;c;15270;;15324;;20714;
Lunas;781575;34650;c;77;;61;;;
Lunel;773408;34400;b;765368;;762746;;751093;
Lunéville;141150;54300;b;862775;;915018;;946545;
Lutterbach;182667;68460;c;51194;;63967;;74807;
Luxeuil les Bains;185595;70300;c;27160;;28831;;29414;
Luzy;696534;58170;c;21257;;21958;;24150;
Machecoul;481366;44270;c;56681;;45774;;52748;
Mâcon;725689;71000;b;1158505;;1224332;;1225911;
Magland;746412;74300;c;17055;;20702;;20037;
Magnette;641365;3260;c;2189;;2099;;754;
Malaunay le Houlme;411256;76770;c;90344;;94160;;96634;
Mamirolle;718510;25620;c;17244;;18918;;17778;
Marbache;141796;54820;c;13820;;16784;;18798;
Marcelcave;313445;80720;c;39659;;41849;;39456;
Marigny;485334;79360;c;9961;;9227;;10899;
Marle sur Serre;296095;2250;c;60210;;56215;;63052;
Marmande;586545;47200;b;403900;;417319;;441394;
Marseille en Beauvaisis;313726;60860;c;35702;;36504;;34848;
Marssac sur tarn;615419;81500;c;7956;;8211;;7591;
Marvejols;783282;48100;c;27191;;30507;;33943;
Massy-Palaiseau;393579;91300;b;4057665;;4045804;;4026926;
Mauzens Miremont;595728;24260;c;483;;854;;1527;
Melun;682005;77000;b;12922724;;12974769;;12580444;
Menil Flin;141390;54200;c;1935;;1615;;2043;
Mer (Loir-et-Cher);574194;41500;b;205243;;221060;;208104;
Mérenvielle;611814;31530;c;63294;;55303;;51854;
Merrey;142406;52240;c;12;;15;;;
Mesves-Bulcy;696187;58400;c;3529;;5882;;6544;
Meursault;713560;21190;c;16189;;16611;;17019;
Meximieux-Pérouges;723585;1800;b;672099;;675300;;666333;
Millas;784546;66170;c;1442;;1776;;1548;
Millau;783001;12100;b;63057;;71038;;86766;
Mitry-Claye;271528;77290;b;2692863;;2872800;;2872800;
Monistrol d'Allier;734335;43580;c;797;;210;;704;
Montaignac Saint-Hippolyte;594135;19300;c;769;;623;;810;
Montargis;684001;45200;b;618348;;645862;;641684;
Montauban de Bretagne;471086;35360;b;165515;;165355;;165220;
Montbré;171256;51500;c;3543;;3118;;3883;
Montchanin;694307;71210;c;80031;;84334;;80845;
Montdauphin-Guillestre;763508;5600;c;68715;;64454;;67417;
Montendre;491183;17130;c;29369;;34968;;37278;
Montfavet;765412;84140;c;14865;;14479;;12988;
Monthermé;172056;8800;b;120571;;136583;;133298;
Montlouis;571273;37270;c;20722;;21255;;22472;
Montluçon;641001;3100;b;332160;;369318;;382782;
Montmorillon;575480;86500;c;42825;;43699;;42464;
Montreuil sur Thérain;316406;60134;c;4396;;5038;;4985;
Montsoult-Maffliers;276493;95560;b;1482039;;1506600;;1501910;
Morbier;715433;39400;c;3151;;2298;;2628;
Morre;391300;25660;c;10356;;11558;;13166;
Mortcerf;116244;77163;c;108000;;108000;;97200;
Morvillars;184424;;c;;;;;;
Moulin Galant;681403;91100;b;799200;;799200;;772200;
Moulins sur Allier;696328;3000;a;687306;;731265;;732928;
Muhlbach sur Munster;182733;68380;c;28460;;32241;;32427;
Muizon;171298;51140;c;83367;;82951;;84254;
Musée d'Orsay;547307;75007;b;5292000;;5292000;;5292000;
Narbonne;781104;11100;a;1515883;;1364030;;1446813;
Nevers Le Banlay;559070;58000;c;31360;;45212;;46541;
Nieppe;287151;59850;c;84170;;80225;;74550;
Nogent sur Vernisson;684274;45290;c;43910;;42754;;41402;
Noizay;574368;37210;c;1593;;3067;;2859;
Nomain;286609;59310;c;5329;;4267;;5787;
Nort sur Erdre;481598;44390;c;277500;;265967;;129930;
